module_age_years,ambient_temp_c,module_temp_c,relative_humidity_pct,daily_temp_swing_c,irradiance_kwh_m2_day,soiling_index,annual_degradation_rate_pct,cumulative_degradation_pct,current_power_ratio,fault_flag
1.41,39.28,70.29,58.42,32.2,5.02,0.53,1.5846,2.538,0.9746,0
9.63,30.48,42.24,83.33,26.47,4.76,0.192,0.5182,3.856,0.9614,0
1.69,32.99,52.24,78.69,20.13,4.45,0.277,0.5701,1.1,0.989,0
3.18,21.33,48.42,22.86,23.99,5.47,0.065,0.5652,0.0,1.0,0
17.04,45.27,76.54,93.16,11.92,3.78,0.643,2.2794,38.914,0.6109,1
17.97,31.76,55.2,16.18,16.18,5.08,0.657,0.6446,12.413,0.8759,0
19.46,33.7,53.95,62.75,24.63,5.77,0.839,0.8677,19.604,0.804,1
21.7,15.13,41.68,78.4,28.41,4.96,0.872,0.6609,17.554,0.8245,0
18.62,21.42,48.63,41.55,12.6,4.1,0.16,0.5054,8.894,0.9111,0
20.12,37.9,57.75,62.89,14.61,6.33,0.743,0.5915,16.546,0.8345,0
1.7,30.3,54.28,43.97,33.27,6.0,0.135,1.0469,2.047,0.9795,0
6.25,12.69,41.77,19.85,18.67,4.05,0.374,0.3688,2.887,0.9711,0
15.74,36.31,69.65,15.68,30.76,3.78,0.516,1.1558,16.341,0.8366,1
21.52,23.65,50.11,22.59,19.45,4.15,0.049,0.5785,12.785,0.8722,0
0.61,39.29,61.56,22.87,19.72,5.8,0.157,0.8379,2.248,0.9775,0
13.11,27.3,48.97,63.87,15.86,5.5,0.271,0.4203,6.404,0.936,0
17.09,29.64,54.98,57.07,24.6,6.07,0.128,0.5994,11.362,0.8864,0
1.23,37.43,58.74,51.44,27.5,4.84,0.934,0.7961,1.364,0.9864,0
10.33,20.82,43.96,70.35,10.75,4.18,0.288,0.6115,4.357,0.9564,0
22.44,20.06,35.71,16.35,15.53,6.21,0.501,0.185,5.444,0.9456,0
16.95,26.43,56.21,36.68,24.41,4.59,0.997,0.6483,14.241,0.8576,0
6.32,34.62,49.78,77.19,17.09,5.41,0.567,0.6355,6.002,0.94,0
21.39,17.35,36.76,87.8,14.55,3.5,0.411,0.183,5.052,0.9495,0
9.03,14.66,37.24,50.07,25.07,4.57,0.93,0.4209,6.717,0.9328,0
21.41,34.59,68.54,21.52,25.72,6.31,0.222,1.2901,26.885,0.7311,1
7.82,23.18,42.64,78.9,14.85,4.41,0.18,0.4355,2.073,0.9793,0
14.96,24.86,42.87,85.81,19.49,6.1,0.535,0.5091,11.452,0.8855,0
10.23,13.15,31.84,48.09,9.54,2.64,0.427,0.1864,3.272,0.9673,0
7.23,22.57,54.52,34.47,11.73,4.58,0.797,0.4789,3.224,0.9678,0
22.22,27.94,33.07,18.52,18.87,5.01,0.042,0.2317,6.485,0.9352,0
5.1,35.44,51.43,62.29,18.22,7.12,0.618,0.5272,1.491,0.9851,0
2.58,21.83,60.22,87.79,11.23,3.91,0.711,0.9261,2.889,0.9711,0
8.88,41.26,66.8,69.23,12.99,5.94,0.972,1.1605,10.957,0.8904,1
18.08,22.52,37.89,40.38,10.54,6.36,0.146,0.1341,3.484,0.9652,0
20.28,22.54,44.28,66.43,21.19,4.41,0.246,0.5777,11.038,0.8896,0
24.97,40.3,62.7,81.57,4.23,4.79,0.932,1.1369,30.545,0.6946,1
7.76,29.69,56.77,53.07,10.92,5.36,0.631,0.5112,3.359,0.9664,0
10.49,23.58,56.62,80.58,4.96,3.57,0.038,0.5021,4.072,0.9593,0
3.85,26.76,51.09,46.35,20.93,4.7,0.077,0.4733,4.0,0.96,0
14.58,38.82,57.59,42.88,5.38,6.6,0.785,0.8446,16.626,0.8337,1
24.94,39.73,66.45,61.64,18.22,5.77,0.567,1.0302,30.617,0.6938,1
17.67,21.47,39.28,52.17,29.48,5.03,0.565,0.5853,12.406,0.8759,0
15.08,27.66,43.46,93.17,29.71,5.32,0.88,0.8691,13.438,0.8656,1
10.11,28.72,40.16,56.31,5.36,5.84,0.241,0.2272,2.587,0.9741,0
22.92,20.11,32.72,45.81,20.09,6.05,0.16,0.2494,7.889,0.9211,0
12.67,27.55,44.18,46.59,11.08,4.59,0.614,0.4671,5.808,0.9419,0
3.79,28.04,42.98,58.84,9.65,6.89,0.882,0.4541,3.982,0.9602,0
9.45,37.12,61.0,43.39,17.21,6.65,0.265,0.836,4.906,0.9509,0
2.15,37.66,52.46,72.83,26.6,5.94,0.681,0.9071,1.492,0.9851,0
5.45,25.37,30.37,45.45,22.2,4.27,0.152,0.4049,3.678,0.9632,0
0.93,26.29,42.02,45.73,12.99,4.08,0.172,0.4345,0.0,1.0,0
11.61,33.31,52.48,64.36,22.94,4.84,0.902,0.8911,10.451,0.8955,0
16.05,23.32,41.69,19.87,2.29,5.27,0.118,0.436,8.824,0.9118,0
8.91,32.71,63.83,67.43,12.73,3.25,0.024,1.0108,11.843,0.8816,1
10.8,27.3,45.62,55.4,12.23,5.74,0.775,0.3499,2.094,0.9791,0
24.0,20.24,47.53,51.24,18.55,6.62,0.363,0.5566,12.716,0.8728,0
18.92,20.35,42.23,72.54,16.58,5.83,0.397,0.4996,8.997,0.91,0
13.75,39.58,61.32,75.66,17.01,4.46,0.8,1.2144,14.825,0.8518,1
7.47,26.75,43.74,82.7,16.78,4.33,0.18,0.3354,0.336,0.9966,0
22.48,41.12,62.77,44.98,18.16,5.53,0.65,0.9401,20.979,0.7902,1
6.26,23.89,41.3,41.16,21.78,5.03,0.314,0.3233,4.247,0.9575,0
8.47,30.33,53.35,72.15,19.05,5.69,0.104,0.6851,5.594,0.9441,0
22.77,47.14,67.72,61.54,16.01,5.86,0.687,1.1829,28.475,0.7153,1
13.47,19.54,35.87,65.54,20.81,6.4,0.319,0.4435,5.041,0.9496,0
18.69,12.82,40.77,59.44,23.78,3.95,0.867,0.3814,9.255,0.9074,0
14.97,38.29,62.85,76.82,14.11,5.44,0.919,1.1673,21.332,0.7867,1
16.51,21.39,40.7,30.2,17.58,4.8,0.849,0.4154,6.282,0.9372,0
7.83,27.83,50.71,59.46,26.13,5.09,0.322,0.6835,8.47,0.9153,1
6.41,23.31,44.81,27.65,10.28,6.15,0.237,0.4902,3.941,0.9606,0
8.4,30.15,46.94,47.58,30.63,6.27,0.893,0.7328,6.485,0.9351,0
4.31,20.4,42.82,68.12,8.63,6.74,0.453,0.3944,2.463,0.9754,0
21.92,26.56,44.83,54.45,15.58,5.67,0.708,0.4458,11.814,0.8819,0
7.44,31.6,47.93,45.37,11.35,5.08,0.827,0.45,6.66,0.9334,0
14.26,19.93,32.2,85.8,33.32,4.92,0.278,0.9289,14.804,0.852,1
19.9,22.4,42.25,76.83,14.48,3.29,0.119,0.3532,9.12,0.9088,0
19.7,25.22,50.62,57.1,14.49,6.67,0.625,0.4611,9.567,0.9043,0
11.24,16.57,34.4,91.0,15.4,4.85,0.59,0.6034,8.647,0.9135,0
12.17,24.62,61.74,48.95,18.67,5.76,0.27,0.7719,8.358,0.9164,0
24.87,28.95,56.26,78.05,15.7,5.95,0.585,0.6096,17.051,0.8295,0
17.03,24.8,54.63,28.43,17.07,3.83,0.79,0.49,14.033,0.8597,0
20.46,25.83,52.6,37.86,2.0,4.18,0.35,0.2385,1.999,0.98,0
22.61,27.84,60.96,42.05,18.4,6.9,0.242,0.5548,14.4,0.856,0
19.8,22.75,40.03,23.47,18.12,5.52,0.725,0.3393,8.352,0.9165,0
5.04,33.53,40.16,55.14,25.27,4.56,0.786,0.5379,2.466,0.9753,0
14.27,39.49,58.81,30.38,27.16,5.06,0.954,1.0386,15.19,0.8481,1
3.0,24.28,49.63,65.73,16.69,6.39,0.148,0.5578,1.88,0.9812,0
16.5,31.88,54.79,30.21,23.71,6.23,0.889,0.7906,13.513,0.8649,0
23.91,26.08,49.74,24.88,10.29,3.59,0.765,0.2977,9.089,0.9091,0
13.06,30.92,60.85,92.53,23.37,7.0,0.702,1.3685,17.681,0.8232,1
11.11,40.53,64.82,67.66,13.99,6.26,0.313,1.1682,16.784,0.8322,1
1.38,32.07,58.86,89.92,9.71,5.03,0.022,0.8894,0.827,0.9917,0
24.01,13.81,30.18,54.19,16.7,3.89,0.508,0.3242,10.343,0.8966,0
3.02,31.63,47.06,17.67,27.8,6.36,0.286,0.4393,0.283,0.9972,0
1.51,37.86,69.55,60.95,19.27,5.72,0.29,1.4203,3.699,0.963,1
6.53,26.23,48.83,59.67,28.48,3.6,0.927,0.9585,7.669,0.9233,1
2.11,35.97,54.23,16.2,12.76,4.94,0.153,0.4534,1.679,0.9832,0
11.65,22.48,40.75,83.9,25.33,8.0,0.934,0.632,6.177,0.9382,0
13.14,16.12,34.22,64.6,13.43,5.22,0.504,0.2747,2.986,0.9701,0
8.16,29.13,46.88,74.58,19.58,4.38,0.838,0.5535,7.585,0.9242,0
1.75,13.95,28.25,54.51,19.52,4.09,0.284,0.2389,0.0,1.0,0
3.23,26.08,39.08,64.47,22.63,7.15,0.634,0.576,2.986,0.9701,0
9.92,38.29,59.12,35.6,19.76,6.13,0.557,0.7639,6.413,0.9359,0
1.98,12.72,31.16,92.9,12.83,6.75,0.924,0.5225,2.73,0.9727,0
17.61,17.76,46.41,47.06,24.16,5.47,0.179,0.5383,9.329,0.9067,0
5.57,19.74,43.5,27.99,30.12,6.58,0.205,0.4961,1.331,0.9867,0
7.9,27.49,51.09,19.47,13.91,4.27,0.949,0.4266,2.468,0.9753,0
10.16,25.07,42.62,65.89,5.15,5.38,0.098,0.203,1.556,0.9844,0
10.71,39.19,60.47,93.67,21.5,5.52,0.635,1.1854,13.804,0.862,1
0.54,35.63,59.8,86.66,15.68,6.72,0.061,1.1305,0.729,0.9927,0
3.25,31.96,58.26,71.17,17.08,5.55,0.077,0.9601,1.375,0.9863,0
21.64,29.17,50.6,94.25,21.89,4.51,0.597,0.9069,20.946,0.7905,1
0.53,31.15,59.62,72.83,14.81,5.27,0.551,0.8629,0.0,1.0,0
12.95,21.1,43.15,42.14,16.12,3.36,0.573,0.2049,4.317,0.9568,0
12.49,34.86,61.61,63.1,17.3,2.65,0.474,0.8816,12.946,0.8705,1
8.66,19.1,38.16,21.38,28.29,6.11,0.742,0.4842,4.47,0.9553,0
11.07,34.68,45.81,32.73,18.21,4.79,0.992,0.6582,8.201,0.918,0
19.62,37.49,61.1,48.4,9.35,4.91,0.276,0.4949,13.775,0.8623,0
21.11,29.69,56.04,31.15,9.63,6.11,0.323,0.5291,12.224,0.8778,0
6.88,26.59,52.04,91.28,18.97,6.74,0.323,0.6697,3.267,0.9673,0
8.4,31.2,55.74,94.65,10.09,5.79,0.763,0.8832,8.677,0.9132,1
6.44,5.11,25.02,44.67,7.06,7.32,0.348,0.2475,0.0,1.0,0
12.26,30.42,47.58,71.74,22.45,5.75,0.677,0.7512,9.411,0.9059,0
17.24,27.09,52.4,47.62,22.79,5.53,0.446,0.611,10.497,0.895,0
6.09,27.59,52.15,26.16,15.42,5.46,0.608,0.5677,2.48,0.9752,0
8.6,33.65,52.29,41.95,20.06,3.79,0.829,0.5206,4.379,0.9562,0
23.29,27.4,56.06,33.67,19.32,6.25,0.514,0.6559,18.304,0.817,0
1.69,18.88,35.58,41.25,22.22,2.51,0.475,0.472,2.645,0.9735,0
11.79,26.87,45.37,32.2,22.23,4.56,0.267,0.4647,7.525,0.9248,0
17.93,28.54,60.36,23.99,2.0,5.23,0.516,0.5377,11.211,0.8879,0
4.19,28.92,56.13,32.39,16.32,4.33,0.262,0.4991,1.763,0.9824,0
1.66,29.3,49.15,87.46,21.63,4.7,0.844,0.8712,0.0,1.0,0
3.89,36.31,60.04,21.82,15.13,7.22,0.389,0.5421,2.801,0.972,0
23.01,19.31,42.24,40.98,18.25,6.41,0.129,0.2315,3.076,0.9692,0
0.73,29.41,34.93,57.28,23.25,4.45,0.24,0.4479,0.0,1.0,0
5.11,38.32,54.88,43.36,18.57,4.68,0.535,0.5485,2.674,0.9733,0
1.27,14.12,35.82,56.41,28.56,3.8,0.916,0.4397,1.008,0.9899,0
3.21,29.44,49.3,18.47,25.89,5.98,0.301,0.7137,1.612,0.9839,0
15.69,23.32,46.8,66.89,17.17,4.93,0.264,0.3289,8.514,0.9149,0
6.42,25.03,53.81,60.08,16.61,3.04,0.407,0.5434,4.447,0.9555,0
14.45,20.76,40.83,69.48,2.0,5.31,0.968,0.3088,4.767,0.9523,0
14.96,26.64,42.3,60.38,15.71,5.68,0.845,0.4073,9.138,0.9086,0
21.31,42.73,66.68,50.03,8.53,6.26,0.15,0.8269,21.541,0.7846,1
0.62,17.88,37.92,43.01,19.55,5.12,0.614,0.4585,1.133,0.9887,0
21.41,18.64,39.71,33.11,19.07,4.79,0.792,0.4121,8.889,0.9111,0
15.67,17.58,37.83,55.01,22.87,7.38,0.768,0.6083,9.439,0.9056,0
4.49,41.82,77.27,17.08,27.78,5.21,0.489,1.8489,6.02,0.9398,1
19.44,24.3,32.86,41.26,17.82,5.99,0.732,0.5813,12.382,0.8762,0
21.46,27.79,47.46,69.23,33.96,4.61,0.584,0.675,14.104,0.859,0
6.73,24.78,46.76,23.7,19.63,5.96,0.201,0.2231,1.17,0.9883,0
23.01,20.44,37.76,20.03,8.83,3.6,0.056,0.3406,9.777,0.9022,0
11.63,26.12,53.52,67.17,14.07,4.69,0.369,0.6237,4.49,0.9551,0
15.28,47.67,74.55,46.82,15.39,3.87,0.062,1.5152,21.859,0.7814,1
24.62,39.14,60.85,79.15,22.14,4.53,0.395,1.0821,27.494,0.7251,1
9.36,21.18,41.55,89.98,11.37,6.58,0.829,0.5646,5.555,0.9445,0
20.42,33.18,54.51,91.56,15.91,4.53,0.844,0.8979,18.77,0.8123,1
8.3,21.35,42.72,49.05,16.87,5.99,0.034,0.2094,1.588,0.9841,0
20.08,13.79,35.32,36.15,14.86,6.87,0.07,0.3174,6.422,0.9358,0
15.22,36.16,57.03,63.69,23.68,5.17,0.67,0.9242,12.452,0.8755,0
5.8,37.28,60.8,65.26,22.49,6.29,0.5,1.1177,5.768,0.9423,0
10.64,36.37,62.89,64.79,26.17,5.78,0.149,1.2612,13.512,0.8649,1
8.28,24.24,38.86,40.74,15.68,5.33,0.806,0.3976,3.075,0.9692,0
2.41,26.67,42.36,20.1,26.42,6.03,0.216,0.3454,1.059,0.9894,0
1.23,34.0,45.51,31.8,8.45,7.22,0.078,0.4573,1.268,0.9873,0
8.99,31.13,58.33,27.35,8.28,4.5,0.75,0.4724,5.707,0.9429,0
0.97,24.85,48.35,24.91,9.5,4.14,0.608,0.3881,0.0,1.0,0
4.55,15.05,40.08,89.1,18.06,4.08,0.394,0.4327,0.0,1.0,0
18.27,28.91,42.33,16.11,26.42,6.29,0.693,0.5055,12.375,0.8762,0
17.85,36.63,69.34,63.15,13.79,6.44,0.911,1.4227,27.034,0.7297,1
18.6,18.42,36.77,90.8,14.66,4.61,0.034,0.3572,6.141,0.9386,0
8.27,33.11,56.12,43.8,16.49,2.85,0.628,0.6539,6.16,0.9384,0
22.31,30.65,57.78,57.17,22.01,4.46,0.218,0.6461,17.611,0.8239,0
15.05,34.0,50.08,70.66,14.66,5.8,0.474,0.5197,11.44,0.8856,0
3.59,34.98,53.7,40.37,14.27,5.13,0.424,0.4095,1.96,0.9804,0
4.02,22.44,45.52,53.21,8.58,5.4,0.39,0.3065,3.074,0.9693,0
17.48,15.06,54.21,80.37,14.0,4.62,0.19,0.6314,10.014,0.8999,0
4.74,23.73,47.54,74.63,26.24,6.32,0.803,0.9567,4.593,0.9541,0
12.93,35.11,66.75,79.68,18.64,5.58,0.38,1.2849,16.66,0.8334,1
24.8,23.66,52.9,93.99,12.82,5.85,0.887,0.5825,16.712,0.8329,0
0.6,22.45,46.66,44.63,26.65,5.37,0.355,0.7291,3.099,0.969,1
0.91,13.43,29.49,74.77,13.9,5.78,0.84,0.3912,0.775,0.9922,0
24.83,42.02,70.38,63.22,27.94,5.7,0.544,1.5793,39.375,0.6063,1
14.82,34.61,47.62,68.33,27.83,4.18,0.386,0.6332,8.05,0.9195,0
3.61,34.16,65.76,74.19,18.39,5.61,0.704,1.1327,6.882,0.9312,1
22.48,35.74,58.94,74.98,7.51,6.07,0.787,1.0364,25.606,0.7439,1
22.07,32.61,38.71,85.86,34.03,6.47,0.483,0.8282,20.43,0.7957,1
13.64,26.05,46.0,42.95,20.71,5.66,0.425,0.2672,3.731,0.9627,0
15.73,26.69,52.61,67.28,15.73,4.14,0.577,0.6298,11.173,0.8883,0
7.19,24.58,45.16,37.42,24.69,4.31,0.585,0.6583,3.341,0.9666,0
1.74,49.08,75.37,62.57,22.92,4.72,0.425,1.888,3.944,0.9606,1
15.07,32.45,49.35,75.09,27.18,5.41,0.758,0.7004,9.382,0.9062,0
7.72,24.29,38.45,78.28,13.36,5.07,0.4,0.2409,1.53,0.9847,0
16.76,31.72,53.3,48.61,20.23,3.96,0.453,0.4797,7.888,0.9211,0
20.99,19.91,42.1,55.7,9.7,3.96,0.605,0.4842,6.091,0.9391,0
0.94,40.04,59.95,41.71,22.66,2.89,0.987,0.8526,0.243,0.9976,0
15.09,22.71,52.08,28.52,17.84,2.0,0.261,0.2463,3.004,0.97,0
6.17,32.01,48.91,35.84,19.97,5.06,0.232,0.4846,2.824,0.9718,0
21.91,36.53,60.41,87.97,16.98,7.75,0.177,1.0351,24.078,0.7592,1
6.71,31.08,53.49,39.72,16.24,7.18,0.689,0.5214,6.629,0.9337,0
15.46,28.76,41.42,92.98,11.92,4.12,0.449,0.3265,6.352,0.9365,0
14.06,28.09,42.17,34.32,23.53,5.36,0.389,0.3293,5.869,0.9413,0
10.21,27.55,49.62,72.85,28.43,3.59,0.204,0.8433,9.836,0.9016,1
17.1,23.39,57.27,60.91,14.1,3.76,0.891,0.7454,15.125,0.8487,1
18.28,24.4,49.88,70.75,21.87,3.88,0.443,0.67,14.043,0.8596,0
14.39,39.84,51.48,66.52,21.03,4.95,0.608,0.6801,10.964,0.8904,0
19.08,27.13,32.13,71.54,18.06,5.0,0.113,0.3237,8.469,0.9153,0
24.59,21.71,48.11,87.44,7.31,5.48,0.108,0.4203,8.012,0.9199,0
10.77,23.87,45.29,60.08,8.89,5.93,0.067,0.2796,6.907,0.9309,0
13.11,36.8,65.65,20.43,12.53,4.83,0.367,0.9593,15.81,0.8419,1
0.81,33.4,50.12,36.67,3.03,5.24,0.473,0.5121,0.778,0.9922,0
20.0,32.48,56.58,71.66,27.86,4.0,0.245,0.7677,14.231,0.8577,0
13.25,25.94,53.02,54.53,20.57,3.72,0.35,0.5584,10.018,0.8998,0
10.5,32.59,51.9,58.88,17.79,3.55,0.006,0.5681,5.247,0.9475,0
2.8,22.85,42.29,62.73,2.67,5.91,0.351,0.4961,2.324,0.9768,0
22.3,25.92,48.07,45.61,5.23,4.83,0.119,0.4836,10.102,0.899,0
10.18,35.76,61.01,76.91,17.98,3.14,0.128,0.8128,12.355,0.8764,1
17.22,34.99,56.91,72.88,31.79,5.13,0.005,1.1401,18.206,0.8179,1
4.16,20.14,47.99,72.14,13.11,3.83,0.696,0.5069,2.32,0.9768,0
24.06,21.16,40.38,72.22,24.05,7.03,0.931,0.7273,15.617,0.8438,0
4.87,28.87,42.9,86.23,14.64,4.56,0.622,0.5738,2.853,0.9715,0
5.39,41.81,75.67,62.63,18.39,5.95,0.096,1.648,8.327,0.9167,1
21.55,12.68,31.05,92.37,26.5,6.4,0.99,0.6956,18.222,0.8178,1
22.86,30.23,48.82,24.54,15.58,4.15,0.976,0.58,14.05,0.8595,0
5.7,16.99,38.6,65.56,13.17,5.28,0.468,0.3223,3.877,0.9612,0
12.01,22.93,45.33,72.35,27.93,5.81,0.108,0.6073,6.137,0.9386,0
18.47,25.08,44.76,53.18,18.32,5.33,0.721,0.2931,6.011,0.9399,0
22.02,24.64,46.53,38.06,25.64,5.6,0.961,0.7086,16.578,0.8342,0
9.79,23.73,45.49,59.0,13.2,3.74,0.779,0.445,5.557,0.9444,0
13.17,28.06,51.11,44.18,27.85,5.81,0.624,0.62,9.389,0.9061,0
18.67,23.72,31.57,87.73,19.92,4.67,0.611,0.3881,9.52,0.9048,0
18.41,16.3,49.59,43.54,21.04,5.58,0.978,0.6191,12.897,0.871,0
19.68,34.24,55.36,29.06,18.92,6.21,0.073,0.47,11.518,0.8848,0
14.46,34.02,59.51,61.11,14.46,5.94,0.15,0.71,9.506,0.9049,0
3.06,34.75,48.48,46.68,17.99,5.58,0.831,0.3274,1.704,0.983,0
22.65,15.67,34.85,22.67,14.9,5.91,0.145,0.3683,12.466,0.8753,0
21.71,30.39,48.36,60.19,24.72,5.96,0.383,0.6125,11.9,0.881,0
20.05,33.41,64.23,58.03,16.58,6.85,0.281,0.8247,18.558,0.8144,1
2.95,19.75,38.24,28.86,7.52,5.16,0.243,0.05,1.32,0.9868,0
5.51,28.07,54.62,62.81,6.24,5.38,0.026,0.5909,5.819,0.9418,0
18.72,27.07,45.17,60.39,5.91,6.23,0.566,0.4257,10.251,0.8975,0
1.07,42.74,62.02,76.89,22.33,4.66,0.401,1.0974,1.347,0.9865,0
24.49,43.4,63.92,43.93,9.94,3.73,0.552,0.8994,24.407,0.7559,1
9.74,14.69,44.39,34.9,20.1,5.74,0.305,0.4941,3.982,0.9602,0
18.12,47.95,58.61,91.1,18.96,4.97,0.941,1.1075,20.462,0.7954,1
22.25,20.68,34.78,59.9,17.55,3.87,0.591,0.3092,6.105,0.9389,0
10.17,35.85,46.16,17.17,21.07,5.75,0.961,0.4767,7.709,0.9229,0
8.32,35.76,51.24,80.66,19.11,6.77,0.35,0.7188,7.019,0.9298,0
15.41,20.03,37.16,30.74,2.0,3.41,0.002,0.2691,3.432,0.9657,0
14.73,31.95,44.26,77.88,15.73,6.32,0.781,0.5135,8.754,0.9125,0
10.52,27.14,44.73,71.41,20.98,2.41,0.827,0.7144,9.863,0.9014,0
15.24,32.43,42.35,92.51,29.48,4.76,0.059,0.7413,13.72,0.8628,1
23.42,29.85,45.74,92.25,29.81,7.22,0.625,0.9248,21.678,0.7832,1
11.96,37.57,66.77,36.95,8.46,4.84,0.661,1.2001,9.709,0.9029,0
5.32,28.6,53.02,76.32,15.55,5.3,0.146,0.7814,4.954,0.9505,0
9.74,26.66,49.78,40.35,7.04,6.04,0.553,0.5738,4.508,0.9549,0
10.16,36.77,52.75,65.34,28.64,3.31,0.243,0.6807,8.348,0.9165,0
3.71,32.64,45.43,62.82,25.09,5.28,0.016,0.7588,4.466,0.9553,0
4.49,33.85,49.02,19.36,20.45,5.27,0.867,0.5247,4.304,0.957,0
17.27,22.68,44.42,15.41,19.16,7.25,0.492,0.3895,10.56,0.8944,0
8.82,19.64,46.85,19.62,27.66,3.84,0.782,0.3857,5.766,0.9423,0
23.9,23.46,50.87,25.24,26.48,4.78,0.723,0.6968,21.141,0.7886,1
6.47,23.03,48.82,35.61,26.11,4.18,0.994,0.5457,6.003,0.94,0
2.92,34.29,51.86,87.56,21.2,4.06,0.438,0.804,4.826,0.9517,1
18.96,35.81,57.96,56.49,15.56,6.44,0.428,0.5636,11.726,0.8827,0
22.09,26.76,46.83,78.75,23.37,5.23,0.282,0.8087,17.147,0.8285,0
7.31,39.45,60.24,82.06,23.71,4.59,0.625,1.1604,12.824,0.8718,1
5.45,38.95,73.17,73.8,16.67,4.63,0.486,1.9625,10.952,0.8905,1
5.05,29.95,41.38,46.31,15.54,4.58,0.729,0.2581,3.465,0.9654,0
13.29,21.42,42.02,84.11,25.93,4.68,0.357,0.7822,10.114,0.8989,0
11.98,40.6,69.87,74.36,29.65,3.81,0.131,1.4402,19.369,0.8063,1
6.86,27.51,40.72,74.45,12.75,4.92,0.862,0.4491,0.0,1.0,0
1.61,29.01,47.15,87.13,16.16,4.8,0.828,0.5563,0.238,0.9976,0
12.3,25.28,44.11,62.89,20.46,4.37,0.351,0.4027,5.344,0.9466,0
24.0,20.88,41.54,57.29,21.41,5.37,0.69,0.4255,12.593,0.8741,0
16.49,16.25,28.68,86.21,14.34,5.46,0.492,0.2108,6.131,0.9387,0
12.64,33.06,58.63,51.36,31.18,4.59,0.761,0.8929,10.06,0.8994,0
3.21,21.73,47.73,79.93,20.95,5.04,0.39,0.5565,2.941,0.9706,0
6.68,50.0,75.05,19.31,21.72,7.57,0.536,1.6302,13.13,0.8687,1
7.72,19.31,36.09,15.1,30.31,7.53,0.058,0.6474,9.133,0.9087,1
19.24,17.94,40.46,57.26,14.86,4.04,0.175,0.3182,8.422,0.9158,0
21.98,32.08,48.68,20.89,17.38,4.19,0.782,0.5879,13.567,0.8643,0
22.59,40.23,60.24,93.12,9.23,4.03,0.382,0.8264,18.037,0.8196,0
24.62,28.52,63.44,15.44,16.79,6.36,0.035,0.694,21.788,0.7821,1
24.57,32.58,55.15,72.45,7.58,4.76,0.168,0.6462,18.769,0.8123,0
23.85,13.25,28.13,34.47,23.23,5.46,0.412,0.3982,11.059,0.8894,0
2.26,22.58,45.66,92.4,20.94,7.4,0.718,0.6107,0.0,1.0,0
3.88,19.41,33.3,45.52,16.06,5.19,0.363,0.3694,0.0,1.0,0
7.96,12.84,27.65,17.18,17.3,5.98,0.745,0.2518,3.322,0.9668,0
14.05,28.94,44.69,17.15,23.33,5.77,0.858,0.4462,7.537,0.9246,0
2.88,10.06,29.39,59.27,10.05,4.55,0.341,0.2485,0.0,1.0,0
21.22,17.42,45.04,93.94,19.43,6.37,0.8,0.68,16.802,0.832,0
15.61,23.7,49.17,93.38,22.9,4.27,0.127,0.6562,8.468,0.9153,0
13.79,21.35,46.49,41.98,5.52,6.67,0.415,0.2592,6.474,0.9353,0
4.55,31.17,46.58,53.62,22.79,4.55,0.098,0.3494,2.047,0.9795,0
6.7,30.44,49.2,23.04,6.28,4.67,0.053,0.2233,0.943,0.9906,0
4.43,35.15,58.78,56.77,17.18,4.0,0.065,0.7841,5.214,0.9479,0
21.37,34.02,52.25,62.98,9.86,4.18,0.105,0.4651,11.865,0.8813,0
14.81,37.13,57.46,35.08,28.02,4.73,0.836,0.9822,17.483,0.8252,1
18.51,27.98,52.63,63.97,9.9,2.53,0.544,0.5588,11.542,0.8846,0
7.75,30.43,50.34,86.98,6.45,4.94,0.947,0.5738,4.942,0.9506,0
9.6,32.09,55.45,15.08,18.93,4.64,0.538,0.395,3.692,0.9631,0
10.42,29.13,60.69,33.31,15.1,6.07,0.629,0.6247,7.367,0.9263,0
19.12,24.82,45.79,31.79,7.47,5.67,0.184,0.1876,7.512,0.9249,0
19.42,25.34,54.42,24.91,21.68,4.42,0.541,0.5208,10.438,0.8956,0
5.57,21.46,46.82,28.29,4.06,4.7,0.385,0.3875,3.382,0.9662,0
23.57,31.37,44.57,65.07,10.75,4.94,0.931,0.547,13.008,0.8699,0
3.46,27.25,42.64,23.22,13.97,6.83,0.934,0.6374,0.0,1.0,0
22.45,22.69,39.69,74.08,23.62,4.3,0.198,0.3812,10.355,0.8964,0
2.96,22.7,39.57,85.96,27.07,4.41,0.62,0.8225,3.102,0.969,0
6.98,18.32,39.78,89.13,25.72,3.96,0.638,0.8061,5.67,0.9433,0
21.24,35.83,61.52,67.81,16.93,3.57,0.563,0.8777,17.502,0.825,1
4.9,28.63,58.16,30.79,2.0,5.54,0.124,0.5326,3.237,0.9676,0
10.63,21.1,44.95,21.82,20.74,5.42,0.654,0.5917,7.169,0.9283,0
11.52,34.47,53.79,33.56,28.29,6.61,0.799,0.7946,8.188,0.9181,0
6.51,23.52,33.02,91.96,26.64,6.35,0.345,0.5438,1.507,0.9849,0
17.9,16.75,39.17,91.99,21.24,7.84,0.515,0.4965,9.483,0.9052,0
21.36,36.17,58.32,45.55,9.67,5.12,0.116,0.2856,8.519,0.9148,0
21.93,23.7,46.8,41.06,14.32,4.91,0.931,0.4537,12.033,0.8797,0
